Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Interventional Medicine &#x0026; Applied Science","Interv Med Appl Sci","2061-1617","2061-5094","Akad&#x00e9;miai Kiad&#x00f3;","","v.11(4);Dec 2019","v.4;2012","","Some"," Full "," No New Content ",http://europepmc.org/journals/2273/
"Interventional Neurology","Interv Neurol","1664-9737","1664-5545","Karger Publishers","","v.7(5);Apr 2021","v.1;2012","","Some"," Full "," No New Content ",http://europepmc.org/journals/2529/
"Interventional Neuroradiology","Interv Neuroradiol","1591-0199","2385-2011","SAGE Publications","","v.30(2);Apr 2024","v.5;1999","12 months","Some"," Full "," ",http://europepmc.org/journals/1822/
"Interventional Radiology","Interv Radiol (Higashimatsuyama)","","2432-0935","Japanese Society of Interventional Radiology (JSIR)","","v.9(1);Mar 1, 2024","v.5;2020","Immediate","All"," Full "," ",http://europepmc.org/journals/4275/
"Intervirology","Intervirology","0300-5526","1423-0100","Karger Publishers","","v.54(6);Oct 2011","v.52;2009","","No"," NIH Portfolio "," No New Content ",https://www.ncbi.nlm.nih.gov/pmc/?term=%22Intervirology%22%5Bjournal%5D
"Intestinal Research","Intest Res","1598-9100","2288-1956","Korean Association for the Study of Intestinal Diseases","","v.22(2);Apr 2024","v.12;2014","Immediate","All"," Full "," ",http://europepmc.org/journals/2576/
"Intractable &#x0026; Rare Diseases Research","Intractable Rare Dis Res","2186-3644","2186-361X","International Advancement Center for Medicine &#x0026; Health Research Co.","","v.13(2);May 31, 2024","v.1;2012","Immediate","No"," Full "," ",http://europepmc.org/journals/2573/
"IntraVital","Intravital","","2165-9087","Taylor &#x0026; Francis","","v.5(3);2016","v.2;2013","","Some"," Full "," No New Content ",http://europepmc.org/journals/3125/
"Intrinsically Disordered Proteins","Intrinsically Disord Proteins","2169-0693","2169-0707","Taylor &#x0026; Francis","","v.5(1);2017","v.1;2013","","Some"," Full "," No New Content ",http://europepmc.org/journals/3124/
"Investigacion y Educacion en Enfermeria","Invest Educ Enferm","0120-5307","2216-0280","Facultad de Enfermeria, Universidad de Antioquia","","v.41(3);Sep-Dec 2023","v.37;2019","Immediate","All"," Full "," ",http://europepmc.org/journals/4030/
"Investigative Ophthalmology &#x0026; Visual Science","Invest Ophthalmol Vis Sci","0146-0404","1552-5783","Association for Research in Vision and Ophthalmology","","v.65(6);Jun 2024","v.48;2007","Immediate","Some"," Full "," ",http://europepmc.org/journals/847/
"Investigative and Clinical Urology","Investig Clin Urol","2466-0493","2466-054X","Korean Urological Association","","v.65(3);May 2024","v.57;2016","Immediate","All"," Full "," ",http://europepmc.org/journals/2892/
"Investigative Genetics","Investig Genet","","2041-2223","BMC","","v.7;2016","v.1;2010","","All"," Full "," No New Content ",http://europepmc.org/journals/1408/
"Iowa Medical Journal","Iowa Med J","","","Biomedical Journal Digitization Project","","v.5(5);Apr 1869","v.1;1853","","All"," Full "," No New Content ",http://europepmc.org/journals/4541/
"The Iowa Orthopaedic Journal","Iowa Orthop J","1541-5457","1555-1377","The University of Iowa","","v.43(2);Dec 2023","v.1;1981","Immediate","No"," Full "," ",http://europepmc.org/journals/848/
"i-Perception","Iperception","","2041-6695","SAGE Publications","","v.15(3);May-Jun 2024","v.1;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1976/
"Irish Veterinary Journal","Ir Vet J","0368-0762","2046-0481","BMC","","v.77;2024","v.57;2004","Immediate","All"," Full "," ",http://europepmc.org/journals/1576/
"Iranian Biomedical Journal","Iran Biomed J","1028-852X","2008-823X","Pasteur Institute of Iran","","v.28(2-3);Mar-May 2024","v.14;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/2118/
"Iranian Endodontic Journal","Iran Endod J","1735-7497","2008-2746","Iranian Center for Endodontic Research","","v.19(2);2024","v.1;2006","Immediate","All"," Full "," ",http://europepmc.org/journals/1948/
"Iranian Journal of Arthropod-Borne Diseases","Iran J Arthropod Borne Dis","1735-7179","2008-2517","Tehran University of Medical Sciences","","v.5(2);2011","v.3;2009","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/1891/
"Iranian Journal of Basic Medical Sciences","Iran J Basic Med Sci","2008-3866","2008-3874","Mashhad University of Medical Sciences","","v.27(8);2024","v.14;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/2050/
"Iranian Journal of Biotechnology","Iran J Biotechnol","1728-3043","2322-2921","Iran National Institute of Genetic Engineering and Biotechnology","","v.22(1);Jan 2024","v.13;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/3253/
"Iranian Journal of Cancer Prevention","Iran J Cancer Prev","2008-2398","2008-2401","Brieflands","","v.9(4);Aug 2016","v.4;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2544/
"Iranian Journal of Child Neurology","Iran J Child Neurol","1735-4668","2008-0700","Shahid Beheshti University of Medical Sciences","","v.18(2);Spring 2024","v.6;2012","3 months","Some"," Full "," ",http://europepmc.org/journals/2393/
"Iranian Journal of Medical Sciences","Iran J Med Sci","0253-0716","1735-3688","Shiraz University of Medical Sciences","","v.49(5);May 2024","v.36;2011","Immediate","All"," Full "," ",http://europepmc.org/journals/1970/
"Iranian Journal of Microbiology","Iran J Microbiol","2008-3289","2008-4447","Tehran University of Medical Sciences","","v.16(2);Apr 2024","v.2;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1781/
"Iranian Journal of Neurology","Iran J Neurol","2008-384X","2252-0058","Tehran University of Medical Sciences","","v.16(4);Oct 7, 2021","v.10;2011","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2260/
"Iranian Journal of Nursing and Midwifery Research","Iran J Nurs Midwifery Res","1735-9066","2228-5504","Wolters Kluwer -- Medknow Publications","","v.29(2);Mar-Apr 2024","v.15;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1558/
"Iranian Journal of Otorhinolaryngology","Iran J Otorhinolaryngol","2251-7251","2251-726X","Mashhad University of Medical Sciences","","v.36(3);May 2024","v.23;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/2286/
"Iranian Journal of Parasitology","Iran J Parasitol","1735-7020","2008-238X","Tehran University of Medical Sciences","","v.19(1);Jan-Mar 2024","v.5;2010","Immediate","All"," Full "," ",http://europepmc.org/journals/1782/
"Iranian Journal of Pathology","Iran J Pathol","1735-5303","2345-3656","Iranian Society of Pathology","","v.19(1);Winter 2024","v.10;2015","Immediate","Some"," Full "," ",http://europepmc.org/journals/2782/
"Iranian Journal of Pediatric Hematology and Oncology","Iran J Ped Hematol Oncol","2008-8892","2228-6993","Shahid Sadoughi University of Medical Sciences and Health Services","","v.6(1);2016","v.2;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2370/
"Iranian Journal of Pediatrics","Iran J Pediatr","2008-2142","2008-2150","Brieflands","","v.26(5);Oct 2016","v.20;2010","","All"," Full "," No New Content ",http://europepmc.org/journals/1946/
"Iranian Journal of Pharmaceutical Research : IJPR","Iran J Pharm Res","1735-0328","1726-6890","Brieflands","","v.23(1);Jan-Dec 2024","v.9;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/2261/
"Iranian Journal of Psychiatry","Iran J Psychiatry","1735-4587","2008-2215","Tehran University of Medical Sciences","","v.19(2);Feb 2024","v.5;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1930/
"Iranian Journal of Psychiatry and Behavioral Sciences","Iran J Psychiatry Behav Sci","1735-8639","1735-9287","Brieflands","","v.10(3);Sep 2016","v.5;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2384/
"Iranian Journal of Public Health","Iran J Public Health","2251-6085","2251-6093","Tehran University of Medical Sciences","","v.53(5);May 2024","","Immediate","All"," Full "," ",http://europepmc.org/journals/1966/
"Iranian Journal of Radiology","Iran J Radiol","1735-1065","2008-2711","Brieflands","","v.13(4);Oct 2016","v.8;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2010/
"Iranian Journal of Reproductive Medicine","Iran J Reprod Med","1680-6433","2008-2177","Shahid Sadoughi University of Medical Sciences and Health Services","","v.13(11);Nov 2015","v.9;2011","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2383/
"Iranian Journal of Veterinary Research","Iran J Vet Res","1728-1997","2252-0589","Shiraz University","","v.24(4);2023","v.15;2014","Immediate","Some"," Full "," ",http://europepmc.org/journals/2930/
"Iranian Red Crescent Medical Journal","Iran Red Crescent Med J","2074-1804","2074-1812","Brieflands","","v.18(11);Nov 2016","v.13;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1871/
"Iranian Journal of Environmental Health Science &#x0026; Engineering","Iranian J Environ Health Sci Eng","1735-1979","1735-2746","Springer","","v.10(1);2013","v.9;2012","Immediate","All"," Full "," Predecessor ",http://europepmc.org/journals/2017/
"iScience","iScience","","2589-0042","Elsevier","","v.27(6);Jun 21, 2024","v.1;2018","Immediate","Some"," Full "," ",http://europepmc.org/journals/3488/
"Islets","Islets","1938-2014","1938-2022","Taylor &#x0026; Francis","","v.16(1);2024","v.2;2010","Immediate","Some"," Full "," ",http://europepmc.org/journals/1526/
"ISME Communications","ISME Commun","2730-6151","2730-6151","Oxford University Press","","v.4(1);Jan 2024","v.1;2021","Immediate","Some"," Full "," ",http://europepmc.org/journals/4359/
"The ISME Journal","ISME J","1751-7362","1751-7370","Oxford University Press","","v.18(1);Jan 2024","v.5;2011","Immediate","Some"," Full "," ",http://europepmc.org/journals/1624/
"Israel Journal of Health Policy Research","Isr J Health Policy Res","","2045-4015","BMC","","v.13;2024","v.1;2012","Immediate","All"," Full "," ",http://europepmc.org/journals/1902/
"ISRN Addiction","ISRN Addict","","2314-4734","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2697/
"ISRN AIDS","ISRN AIDS","","2090-939X","Wiley","","v.2014;2014","v.2012;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2220/
"ISRN Allergy","ISRN Allergy","2090-5521","2090-553X","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2124/
"ISRN Anatomy","ISRN Anat","","2314-4726","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2698/
"ISRN Biochemistry","ISRN Biochem","","2090-7729","Wiley","","v.2014;2014","v.2012;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2699/
"ISRN Bioinformatics","ISRN Bioinform","2090-7338","2090-7346","Wiley","","v.2014;2014","v.2012;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2700/
"ISRN Biotechnology","ISRN Biotechnol","","2090-9403","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2701/
"ISRN Cardiology","ISRN Cardiol","2090-5580","2090-5599","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1780/
"ISRN Dentistry","ISRN Dent","2090-4371","2090-438X","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1660/
"ISRN Dermatology","ISRN Dermatol","2090-4592","2090-4606","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1786/
"ISRN Endocrinology","ISRN Endocrinol","2090-4630","2090-4649","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1787/
"ISRN Family Medicine","ISRN Family Med","","2314-4769","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2474/
"ISRN Gastroenterology","ISRN Gastroenterol","2090-4398","2090-4401","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1661/
"ISRN Hematology","ISRN Hematol","2090-441X","2090-4428","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1691/
"ISRN Hepatology","ISRN Hepatol","","2314-4041","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2954/
"ISRN Inflammation","ISRN Inflamm","","2090-8695","Wiley","","v.2014;2014","v.2012;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2217/
"ISRN Microbiology","ISRN Microbiol","2090-7478","2090-7486","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2125/
"ISRN Molecular Biology","ISRN Mol Biol","","2090-7907","Wiley","","v.2014;2014","v.2012;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2955/
"ISRN Nephrology","ISRN Nephrol","","2314-405X","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2475/
"ISRN Neurology","ISRN Neurol","2090-5505","2090-5513","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1792/
"ISRN Neuroscience","ISRN Neurosci","","2314-4661","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2476/
"ISRN Nursing","ISRN Nurs","2090-5483","2090-5491","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1664/
"ISRN Nutrition","ISRN Nutr","","2314-4068","Wiley","","v.2014;2014","v.2013;2013","","All"," Full "," No New Content ",http://europepmc.org/journals/2477/
"ISRN Obesity","ISRN Obes","","2090-9446","Wiley","","v.2014;2014","v.2012;2012","","All"," Full "," No New Content ",http://europepmc.org/journals/2360/
"ISRN Obstetrics and Gynecology","ISRN Obstet Gynecol","2090-4436","2090-4444","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1582/
"ISRN Oncology","ISRN Oncol","2090-5661","2090-567X","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/1694/
"ISRN Ophthalmology","ISRN Ophthalmol","2090-5688","2090-5696","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2361/
"ISRN Organic Chemistry","ISRN Org Chem","2090-5149","2090-5157","Wiley","","v.2014;2014","v.2011;2011","","All"," Full "," No New Content ",http://europepmc.org/journals/2221/
